user_id,date,platform,preferred_language,daily_coding_time_minutes,problems_solved,difficulty_level,goal,streak_days
U0353,2024-08-04,Kaggle,Python,239,15,Advanced,Interview Prep,68
U0354,2024-09-16,Kaggle,Go,28,11,Advanced,Job Preparation,13
U0355,2024-05-07,HackerRank,C++,32,12,Intermediate,Interview Prep,13
U0356,2024-01-06,LeetCode,Java,123,7,Intermediate,Skill Improvement,50
U0357,2024-08-25,Codeforces,Java,22,15,Beginner,Skill Improvement,53
U0358,2024-02-13,LeetCode,C++,188,9,Intermediate,Interview Prep,100
U0359,2024-04-15,Kaggle,Java,253,3,Intermediate,Interview Prep,40
U0360,2024-02-04,HackerRank,Python,68,0,Intermediate,Job Preparation,86
U0361,2024-03-25,Codeforces,Go,99,5,Intermediate,Interview Prep,59
U0362,2024-04-28,Kaggle,C++,105,13,Intermediate,Job Preparation,94
U0363,2024-11-10,Codeforces,JavaScript,229,12,Beginner,Competitive Programming,26
U0364,2024-05-22,LeetCode,Go,62,5,Intermediate,Skill Improvement,25
U0365,2024-08-22,LeetCode,Java,260,10,Advanced,Interview Prep,78
U0366,2024-07-19,LeetCode,Java,190,14,Advanced,Competitive Programming,104
U0367,2024-12-10,HackerRank,Go,53,4,Intermediate,Job Preparation,30
U0368,2024-06-05,LeetCode,C++,201,4,Advanced,Interview Prep,53
U0369,2024-11-01,Codeforces,Go,206,13,Beginner,Interview Prep,81
U0370,2024-10-02,Codeforces,Go,95,15,Intermediate,Competitive Programming,23
U0371,2024-06-10,Kaggle,Go,37,11,Beginner,Interview Prep,17
U0372,2024-04-09,Kaggle,Go,268,15,Intermediate,Interview Prep,53
U0373,2024-12-29,Kaggle,JavaScript,95,2,Advanced,Job Preparation,101
U0374,2024-04-22,HackerRank,Python,150,7,Advanced,Skill Improvement,21
U0375,2024-08-22,Kaggle,Go,271,3,Advanced,Job Preparation,34
U0376,2024-10-05,HackerRank,Go,31,14,Advanced,Competitive Programming,54
U0377,2024-02-22,Codeforces,Java,26,14,Intermediate,Skill Improvement,110
U0378,2024-02-14,Kaggle,Python,131,6,Advanced,Skill Improvement,110
U0379,2024-12-29,Kaggle,C++,81,6,Beginner,Job Preparation,72
U0380,2024-06-28,HackerRank,Go,285,5,Intermediate,Skill Improvement,37
U0381,2024-10-20,HackerRank,Go,58,4,Intermediate,Job Preparation,35
U0382,2024-12-01,Codeforces,C++,137,4,Advanced,Skill Improvement,106
U0383,2024-05-06,Kaggle,JavaScript,82,8,Advanced,Interview Prep,48
U0384,2024-08-19,LeetCode,Python,216,8,Advanced,Skill Improvement,58
U0385,2024-09-06,HackerRank,Go,11,2,Advanced,Interview Prep,81
U0386,2024-12-06,HackerRank,Python,283,12,Beginner,Interview Prep,105
U0387,2024-04-18,Kaggle,Java,175,9,Intermediate,Competitive Programming,72
U0388,2024-09-05,HackerRank,Python,33,3,Advanced,Interview Prep,2
U0389,2024-03-04,Codeforces,JavaScript,243,0,Intermediate,Competitive Programming,88
U0390,2024-03-08,HackerRank,C++,150,2,Advanced,Skill Improvement,32
U0391,2024-02-12,HackerRank,C++,36,12,Advanced,Skill Improvement,92
U0392,2024-12-24,Codeforces,JavaScript,56,3,Beginner,Competitive Programming,61
U0393,2024-02-09,Codeforces,Go,125,14,Beginner,Job Preparation,89
U0394,2024-06-24,LeetCode,JavaScript,77,15,Beginner,Competitive Programming,49
U0395,2024-02-15,LeetCode,Python,170,11,Intermediate,Competitive Programming,48
U0396,2024-03-09,Codeforces,Python,281,0,Advanced,Competitive Programming,56
U0397,2024-06-28,Codeforces,C++,220,14,Beginner,Job Preparation,114
U0398,2024-02-21,Codeforces,Python,206,11,Intermediate,Skill Improvement,101
U0399,2024-03-12,Codeforces,Java,53,7,Advanced,Skill Improvement,99
U0400,2024-12-19,LeetCode,Java,115,6,Advanced,Interview Prep,37
U0401,2024-11-26,LeetCode,C++,263,12,Beginner,Competitive Programming,63
U0402,2024-11-22,LeetCode,Go,16,11,Intermediate,Competitive Programming,49
U0403,2024-10-18,Kaggle,Java,289,5,Intermediate,Job Preparation,2
U0404,2024-10-27,LeetCode,Python,144,6,Beginner,Job Preparation,101
U0405,2024-07-22,HackerRank,Go,222,13,Advanced,Interview Prep,10
U0406,2024-11-23,Codeforces,Java,52,9,Beginner,Competitive Programming,103
U0407,2024-03-20,HackerRank,JavaScript,43,9,Advanced,Interview Prep,93
U0408,2024-05-02,LeetCode,C++,54,13,Beginner,Interview Prep,78
U0409,2024-11-07,LeetCode,Java,99,3,Beginner,Competitive Programming,89
U0410,2024-01-06,Codeforces,JavaScript,187,8,Beginner,Skill Improvement,16
U0411,2024-05-17,LeetCode,Python,181,13,Intermediate,Job Preparation,33
U0412,2024-12-30,LeetCode,JavaScript,243,11,Beginner,Interview Prep,109
U0413,2024-10-17,Codeforces,Java,90,8,Beginner,Job Preparation,29
U0414,2024-09-17,LeetCode,Python,16,7,Beginner,Interview Prep,46
U0415,2024-07-15,Codeforces,C++,28,13,Beginner,Skill Improvement,31
U0416,2024-08-01,HackerRank,Java,49,11,Beginner,Job Preparation,22
U0417,2024-04-24,LeetCode,JavaScript,45,14,Intermediate,Skill Improvement,41
U0418,2024-02-14,Kaggle,Python,198,6,Intermediate,Skill Improvement,94
U0419,2024-11-14,Codeforces,JavaScript,198,15,Beginner,Competitive Programming,19
U0420,2024-01-04,Kaggle,Python,129,11,Advanced,Job Preparation,42
U0421,2024-01-01,Kaggle,Java,63,6,Advanced,Competitive Programming,53
U0422,2024-09-08,LeetCode,C++,153,2,Beginner,Competitive Programming,114
U0423,2024-09-23,Kaggle,Java,244,2,Advanced,Job Preparation,64
U0424,2024-03-09,Kaggle,Python,300,1,Intermediate,Competitive Programming,30
U0425,2024-05-29,HackerRank,Java,211,10,Intermediate,Interview Prep,34
U0426,2024-04-29,LeetCode,C++,79,3,Beginner,Job Preparation,21
U0427,2024-08-18,Kaggle,Java,218,3,Advanced,Skill Improvement,98
U0428,2024-04-16,Kaggle,Java,247,8,Beginner,Job Preparation,20
U0429,2024-12-17,HackerRank,Go,30,6,Intermediate,Competitive Programming,11
U0430,2024-12-30,Codeforces,Java,212,1,Advanced,Skill Improvement,33
U0431,2024-03-30,LeetCode,JavaScript,241,7,Beginner,Interview Prep,13
U0432,2024-03-12,LeetCode,Python,41,7,Beginner,Competitive Programming,105
U0433,2024-07-24,HackerRank,Python,142,2,Beginner,Job Preparation,25
U0434,2024-11-26,Kaggle,C++,57,10,Beginner,Job Preparation,120
U0435,2024-08-24,LeetCode,C++,231,12,Intermediate,Job Preparation,48
U0436,2024-12-15,Kaggle,C++,191,6,Beginner,Skill Improvement,35
U0437,2024-08-16,Codeforces,Python,135,9,Intermediate,Interview Prep,112
U0438,2024-10-08,Kaggle,Python,54,8,Intermediate,Competitive Programming,53
U0439,2024-04-12,Codeforces,Go,19,12,Advanced,Skill Improvement,61
U0440,2024-10-05,Kaggle,Java,299,10,Intermediate,Skill Improvement,23
U0441,2024-01-14,HackerRank,Go,122,0,Intermediate,Job Preparation,103
U0442,2024-08-29,HackerRank,Go,129,5,Beginner,Competitive Programming,84
U0443,2024-05-03,HackerRank,Go,38,7,Advanced,Interview Prep,45
U0444,2024-03-29,Codeforces,C++,172,11,Advanced,Job Preparation,90
U0445,2024-12-24,HackerRank,Go,298,4,Advanced,Competitive Programming,107
U0446,2024-09-09,HackerRank,C++,261,1,Beginner,Job Preparation,29
U0447,2024-11-04,Codeforces,Python,279,15,Beginner,Skill Improvement,117
U0448,2024-11-10,Codeforces,C++,184,5,Intermediate,Job Preparation,2
U0449,2024-03-16,Codeforces,Python,279,11,Beginner,Skill Improvement,90
U0450,2024-12-05,Kaggle,Go,61,10,Intermediate,Skill Improvement,17
U0451,2024-03-21,Kaggle,JavaScript,172,5,Advanced,Skill Improvement,28
U0452,2024-12-06,Codeforces,JavaScript,167,9,Beginner,Competitive Programming,93
U0453,2024-01-01,Kaggle,Go,26,5,Advanced,Skill Improvement,117
U0454,2024-11-09,Codeforces,Go,63,15,Beginner,Skill Improvement,95
U0455,2024-02-09,Codeforces,Java,173,5,Advanced,Job Preparation,105
U0456,2024-12-28,HackerRank,JavaScript,15,8,Beginner,Competitive Programming,88
U0457,2024-02-04,HackerRank,Java,65,0,Beginner,Interview Prep,56
U0458,2024-08-02,Codeforces,JavaScript,262,12,Intermediate,Interview Prep,12
U0459,2024-09-02,Codeforces,C++,241,2,Beginner,Skill Improvement,2
U0460,2024-06-12,HackerRank,Python,47,10,Beginner,Interview Prep,20
U0461,2024-02-08,LeetCode,Java,257,0,Intermediate,Competitive Programming,77
U0462,2024-08-10,Codeforces,Python,61,10,Beginner,Competitive Programming,52
U0463,2024-12-22,HackerRank,Java,162,7,Beginner,Job Preparation,50
U0464,2024-10-19,Kaggle,C++,37,11,Beginner,Interview Prep,11
U0465,2024-05-30,Kaggle,C++,59,0,Beginner,Competitive Programming,81
U0466,2024-05-29,LeetCode,JavaScript,69,9,Intermediate,Interview Prep,62
U0467,2024-12-04,HackerRank,Python,288,12,Beginner,Skill Improvement,113
U0468,2024-07-14,HackerRank,C++,238,1,Intermediate,Interview Prep,59
U0469,2024-05-14,Codeforces,Java,298,1,Beginner,Job Preparation,10
U0470,2024-12-08,HackerRank,Go,221,7,Advanced,Job Preparation,107
U0471,2024-07-17,Kaggle,Go,253,7,Intermediate,Skill Improvement,10
U0472,2024-07-21,LeetCode,Go,274,4,Beginner,Interview Prep,22
U0473,2024-03-26,Codeforces,C++,74,1,Intermediate,Job Preparation,87
U0474,2024-08-10,Codeforces,C++,142,10,Advanced,Job Preparation,11
U0475,2024-07-17,Kaggle,Go,176,8,Advanced,Interview Prep,117
U0476,2024-01-07,Kaggle,Python,222,4,Beginner,Job Preparation,118
U0477,2024-02-24,LeetCode,Java,284,11,Intermediate,Skill Improvement,49
U0478,2024-12-01,Kaggle,Go,252,1,Beginner,Skill Improvement,51
U0479,2024-03-14,Kaggle,Python,212,10,Advanced,Competitive Programming,6
U0480,2024-08-31,HackerRank,Java,20,10,Intermediate,Skill Improvement,35
U0481,2024-09-08,LeetCode,C++,78,9,Advanced,Interview Prep,99
U0482,2024-06-13,HackerRank,JavaScript,55,6,Intermediate,Competitive Programming,116
U0483,2024-07-27,Kaggle,Go,201,1,Advanced,Competitive Programming,8
U0484,2024-06-08,Kaggle,C++,278,0,Beginner,Competitive Programming,112
U0485,2024-04-12,LeetCode,C++,26,14,Beginner,Skill Improvement,90
U0486,2024-04-11,HackerRank,Java,247,12,Advanced,Job Preparation,87
U0487,2024-01-16,Codeforces,Java,260,14,Beginner,Interview Prep,75
U0488,2024-10-09,HackerRank,Java,93,8,Advanced,Job Preparation,36
U0489,2024-01-15,Kaggle,Python,93,6,Beginner,Competitive Programming,86
U0490,2024-04-15,HackerRank,JavaScript,272,0,Advanced,Job Preparation,60
U0491,2024-03-08,Codeforces,Go,14,7,Intermediate,Skill Improvement,91
U0492,2024-12-29,HackerRank,JavaScript,202,11,Intermediate,Skill Improvement,27
U0493,2024-08-26,HackerRank,Go,213,3,Beginner,Skill Improvement,71
U0494,2024-11-27,HackerRank,Java,65,15,Beginner,Skill Improvement,35
U0495,2024-11-23,HackerRank,Java,143,9,Beginner,Competitive Programming,66
U0496,2024-05-03,LeetCode,Go,216,10,Advanced,Competitive Programming,92
U0497,2024-01-14,Kaggle,Java,142,13,Intermediate,Interview Prep,94
U0498,2024-01-19,Codeforces,Java,123,15,Advanced,Skill Improvement,64
U0499,2024-06-02,Codeforces,Go,102,9,Beginner,Interview Prep,16
U0500,2024-05-12,Codeforces,Java,55,7,Intermediate,Competitive Programming,95
