round1_accuracy,round2_accuracy,round3_accuracy,coding_accuracy,avg_response_time,hint_usage_rate,attempt_count,streak_day,skip_attempts,topics_studied_count,conceptual_error_rate,application_error_rate,reasoning_error_rate,label
0.45326132,0.16815819,0.1753388,0.2442283,0.9219333,1.0,0.50317055,0.011413064,0.7599822,0.17656113,0.9966145,0.44783196,0.8813624,Beginner
0.87831587,0.77744913,0.69536465,0.72144353,0.211567,0.3444884,0.18063033,0.07498368,0.25391242,0.6934968,0.3121875,0.4458072,0.5432029,Intermediate
0.5664561,0.100491956,0.25680435,0.27718064,0.67354536,0.5108467,0.7983501,0.012430716,0.6508853,0.1252937,0.6297136,0.28175396,0.77263665,Beginner
0.46421877,0.3636908,0.18198998,0.18604076,0.8876521,0.82728547,0.52132976,0.0,0.55853677,0.23850234,1.0,0.4703063,0.7488114,Beginner
0.801105,0.8601286,0.8569189,0.8516295,0.23089069,0.023338424,0.05,0.25938678,0.14567357,0.76783836,0.12299283,0.24263015,0.28601882,Placement-Ready
0.6193214,0.37020105,0.18901508,0.25871527,1.0,0.67167264,0.51649076,0.07592969,0.91351044,0.13811122,0.929997,0.55979675,0.94023013,Beginner
0.71839464,0.7520243,0.25072935,0.5363301,0.41470087,0.2957398,0.14991908,0.062744245,0.21253328,0.5822845,0.39555153,0.47494748,0.7456329,Intermediate
0.9515679,0.89347416,0.6236694,0.8669054,0.2961008,0.1383155,0.103836365,0.09693096,0.056282062,0.8469876,0.07986589,0.10885605,0.096471034,Placement-Ready
0.8259259,0.7470398,0.43570498,0.30463746,0.43392748,0.57780594,0.08958611,0.041126475,0.35361218,0.3398552,0.092621125,0.33844304,0.5146372,Intermediate
0.9779239,0.8334391,0.8854449,0.8774396,0.22130434,0.16291696,0.09367656,0.17667924,0.030529073,0.9998465,0.121741205,0.16008526,0.33010745,Placement-Ready
0.7769681,0.7854604,0.7910542,0.91105086,0.1750888,0.09465546,0.10004691,0.08443087,0.058889564,0.8055436,0.03353976,0.29015788,0.21106106,Placement-Ready
0.74342674,0.6456163,0.44172406,0.51617265,0.3158278,0.5265,0.064789675,0.021226665,0.36279634,0.5286148,0.109869465,0.54396594,0.6270757,Intermediate
0.85137004,0.87965316,0.84467936,0.72767955,0.16871205,0.02300452,0.05,0.05414129,0.0,0.8164431,0.10357447,0.18114777,0.11473207,Placement-Ready
0.34609,0.2577342,0.16076592,0.20373715,0.9616262,0.74163324,0.363997,0.01942782,0.94500774,0.22679134,0.8836935,0.8331174,0.60120744,Beginner
0.5387511,0.24483249,0.070700325,0.15876587,1.0,0.496338,0.59990424,0.011239539,0.49740514,0.14149803,0.7608374,0.5656757,0.629353,Beginner
0.44198206,0.39729965,0.1899605,0.39188233,0.8639342,0.6156208,0.8802858,0.0015753001,0.52465993,0.16306229,0.84078354,0.817315,0.926335,Beginner
0.7759146,0.77687573,0.34346586,0.6299487,0.6329248,0.102348424,0.2944704,0.07600525,0.33188725,0.46358734,0.12197133,0.67008346,0.76034105,Intermediate
0.49548143,0.23691544,0.19617066,0.3422838,0.7125583,0.719234,0.67975277,0.01741248,0.2444638,0.24679506,0.7149414,0.75611866,0.8932318,Beginner
0.326131,0.25938895,0.22774039,0.056230016,0.57483894,0.77428716,0.4405124,0.019790655,0.6450539,0.23697838,0.9616038,0.6035434,0.7310616,Beginner
0.9472297,0.81801593,0.6692747,0.9808469,0.15635237,0.035444804,0.08030728,0.11819301,0.0,0.94471073,0.13200727,0.06749058,0.21745388,Placement-Ready
0.8901585,0.8843462,0.6332249,0.7608285,0.13679646,0.052726015,0.053007606,0.14791925,0.05407236,0.9902604,0.22842555,0.04897198,0.23473053,Placement-Ready
0.6711936,0.7373946,0.538026,0.7513803,0.5391544,0.36677825,0.3833344,0.04191191,0.33992204,0.34822172,0.3712266,0.49519446,0.6771298,Intermediate
0.19426382,0.28644738,0.28178516,0.25404677,0.83709913,0.7797672,0.6490808,0.01673956,0.5755353,0.33148804,1.0,0.75593466,0.82735896,Beginner
0.35363647,0.26800236,0.21453638,0.13210143,0.90927505,0.7756245,0.34722385,0.018915275,0.4377037,0.09090909,0.7630993,0.38632348,0.87074035,Beginner
0.5653498,0.19493766,0.2895018,0.107639626,0.879845,0.8129608,0.21773662,0.011723117,0.5063008,0.11283952,0.95262784,0.55194813,0.7032348,Beginner
0.5786288,0.7063606,0.5829838,0.5594908,0.36688358,0.34816486,0.25082746,0.03238937,0.09183704,0.6098226,0.25375187,0.47505647,0.6427923,Intermediate
0.6141414,0.78955156,0.2818485,0.75464916,0.39548144,0.530387,0.28638405,0.056899384,0.38313818,0.564871,0.2605403,0.60521984,0.4373294,Intermediate
0.77189493,0.81118137,0.63967794,0.6802925,0.3803127,0.28031403,0.49194658,0.013818298,0.28399664,0.4939263,0.32297462,0.68891644,0.68094105,Intermediate
0.31958452,0.36119926,0.08194606,0.013039493,0.6793048,0.7891846,0.657773,0.0046707205,0.8338817,0.12196273,0.8193681,0.59558207,0.69574684,Beginner
0.8831022,0.8512452,0.79178995,0.80517733,0.18655126,0.08250748,0.05,0.066178635,0.0,1.0,0.112044826,0.23169285,0.28616998,Placement-Ready
0.7433046,0.6513238,0.5279117,0.26139015,0.26054406,0.39510134,0.31160256,0.055663995,0.16613026,0.58237356,0.4778933,0.5906984,0.7484399,Intermediate
0.41600683,0.33073455,0.2001798,0.40844968,0.6605013,0.8141409,0.5440985,0.009657763,0.5632292,0.104938805,0.74788517,0.64060277,0.82894886,Beginner
0.77950215,0.5565479,0.28860724,0.68125945,0.3648665,0.3826629,0.18514784,0.08551537,0.2819592,0.32881486,0.2141009,0.4690156,0.7129997,Intermediate
0.35364774,0.19918701,0.21794264,0.0,0.9800316,0.2975084,0.6083502,0.0015562548,0.45976427,0.12980437,1.0,0.4845124,0.9097111,Beginner
0.90386003,0.8758996,0.826921,0.80376947,0.12954876,0.23757735,0.07267729,0.09779052,0.085329324,0.85901874,0.01485402,0.18864429,0.1346879,Placement-Ready
0.6498941,0.6908447,0.6347212,0.61273265,0.26649022,0.49076468,0.38482225,0.08206157,0.39354578,0.45468014,0.299773,0.5278177,0.3538488,Intermediate
0.81152505,0.5906005,0.42216194,0.6775508,0.37180355,0.39609873,0.21675268,0.056766473,0.14791438,0.55358255,0.2960668,0.33535257,0.67963994,Intermediate
0.99297327,0.9790038,0.7557754,0.78619146,0.15626715,0.106749296,0.072849974,0.068442486,0.042209268,0.9006418,0.1390783,0.29055288,0.17519109,Placement-Ready
0.21047291,0.4392039,0.22889034,0.40818363,0.58794045,0.65351045,0.54228497,0.01001732,0.6168189,0.24462827,0.683279,0.67085433,0.7945852,Beginner
0.7328535,0.61019146,0.44525397,0.42805648,0.37663013,0.4632085,0.14333312,0.0,0.5169865,0.45175365,0.14909197,0.5880629,0.5687538,Intermediate
0.75973606,0.7165134,0.6480856,0.5925838,0.44985303,0.5299516,0.28901255,0.07559446,0.43117446,0.36830208,0.14328001,0.45289612,0.42283043,Intermediate
0.7268167,0.73105127,0.59244704,0.42360285,0.3548374,0.23369995,0.26275682,0.028990526,0.19945641,0.3316607,0.2712296,0.46071374,0.5680107,Intermediate
0.44953027,0.0489165,0.21694879,0.25597635,0.93209803,0.74772155,0.85061777,0.014178115,0.9117596,0.14193219,0.7716515,0.77399623,0.7313367,Beginner
0.7822334,0.36719954,0.41989672,0.54362965,0.4460328,0.13244683,0.15179075,0.052172214,0.31273323,0.50603884,0.3532411,0.50078917,0.6290483,Intermediate
0.5551644,0.59076244,0.4074656,0.4970046,0.6006105,0.4437344,0.34314695,0.017784184,0.28487086,0.39458385,0.32987216,0.47526762,0.5146792,Intermediate
0.58699995,0.49467918,0.73272675,0.59020853,0.24136649,0.4554856,0.29502216,0.03972344,0.4408955,0.3700201,0.37583846,0.444783,0.5574619,Intermediate
0.50363404,0.3238789,0.19927663,0.22643802,0.78092647,0.7144167,0.7455259,0.011385856,0.746528,0.1744803,0.7617953,0.35026988,0.9099593,Beginner
0.6737836,0.6396469,0.41106918,0.50132734,0.34948793,0.5970719,0.30137682,0.06776677,0.02897658,0.45927024,0.25410065,0.5238485,0.96097887,Intermediate
0.46696687,0.30437797,0.1995327,0.21074581,0.5481334,0.7035346,0.69949704,0.0077913697,0.6840905,0.103237174,0.7288608,0.69748104,0.82275933,Beginner
0.45983258,0.1978937,0.1945107,0.07526655,0.89211005,0.81975335,0.8860726,0.009078369,0.6902939,0.2716123,0.6369163,0.5141052,0.7132538,Beginner
0.9537559,0.67990315,0.4092866,0.6857224,0.5614768,0.37910685,0.17320669,0.020194253,0.20808044,0.4193207,0.1333388,0.58128226,0.42760813,Intermediate
0.7868729,0.58644956,0.27619126,0.66324306,0.30140534,0.2666336,0.3431711,0.038934145,0.28587863,0.55678904,0.21527234,0.25665638,0.66964555,Intermediate
0.8974318,0.79596394,0.77803415,0.91688937,0.13534486,0.08942149,0.05,0.06127442,0.0070666354,1.0,0.0,0.18188427,0.37944725,Placement-Ready
0.7327819,0.5483775,0.63100207,0.33815184,0.53469545,0.047186714,0.23462734,0.06994327,0.12174272,0.51232815,0.33787468,0.4989948,0.54769474,Intermediate
0.9027042,0.70699906,0.77851814,0.8613225,0.29512936,0.094521925,0.05,0.14282927,0.058720436,0.9186285,0.23821682,0.10707434,0.15473762,Placement-Ready
0.33667755,0.04725506,0.21587877,0.22893146,0.80711603,0.75797784,0.4632157,0.023051905,0.5867677,0.16366693,0.86167943,0.652781,1.0,Beginner
0.7392118,0.70810795,0.43068704,0.75081253,0.3758747,0.072686896,0.21105099,0.061954636,0.31233066,0.18972561,0.32581878,0.46900973,0.4542849,Intermediate
1.0,0.8468655,0.79503137,0.7775535,0.2632558,0.0355277,0.064784795,0.11653018,0.0,0.94250566,0.023135806,0.20515922,0.175144,Placement-Ready
0.9363484,0.8018515,0.6920575,0.7463982,0.15893754,0.0,0.12355949,0.013903005,0.027469043,0.87335515,0.033477258,0.16697054,0.14003985,Placement-Ready
0.7487057,0.965415,0.7689154,0.82109314,0.18191187,0.21075231,0.09379761,0.085467525,0.051405195,0.8938579,0.016619667,0.21073093,0.13821912,Placement-Ready
0.83449596,0.5586624,0.63456,0.7306388,0.32665378,0.24650562,0.22238679,0.025454735,0.31815508,0.42650202,0.34326962,0.65954155,0.72262275,Intermediate
0.8236849,0.7750079,0.41043285,0.47036803,0.44106954,0.20191693,0.20073971,0.015578536,0.410641,0.72457224,0.3204941,0.3583743,0.6076865,Intermediate
0.61081344,0.22436766,0.23380402,0.39429733,0.8392387,0.7131208,0.43374583,0.019960223,0.6867011,0.11757002,0.8847973,0.73393655,0.70237637,Beginner
0.6521853,0.5895321,0.54091734,0.5526018,0.20859942,0.29298085,0.31873733,0.080822945,0.12680721,0.2964615,0.30362806,0.13866074,0.53325444,Intermediate
0.94659275,0.64532423,0.45581704,0.38181522,0.59737337,0.35550824,0.32442293,0.068076655,0.23057543,0.54624355,0.2275034,0.30143604,0.7746697,Intermediate
0.63375765,0.31514075,0.17368387,0.1424359,0.7243623,0.7551389,0.7197993,0.017972732,0.501162,0.20762223,0.8943754,0.82483923,0.7929401,Beginner
0.94358015,0.7849618,0.89788824,0.9050667,0.23520906,0.015189993,0.10428503,0.11591532,0.019438686,0.9204967,0.11499271,0.08225449,0.4256301,Placement-Ready
0.79907995,0.576882,0.46378267,0.6335736,0.38949984,0.26701036,0.3604263,0.052392896,0.36531234,0.21932016,0.009088215,0.23436813,0.52791846,Intermediate
0.3110349,0.25785017,0.24718568,0.24911438,0.90676117,0.5475311,0.4449328,0.017313486,0.43963444,0.30763778,0.9607808,0.85884887,0.6943231,Beginner
0.5712471,0.4410728,0.2700594,0.5710197,0.3085538,0.2972386,0.26097274,0.0165803,0.20949,0.4186287,0.26402387,0.40934086,0.8038581,Intermediate
0.29312116,0.28046095,0.18384404,0.15527938,0.7906099,0.68765855,0.52562845,0.0049715484,0.6639049,0.33214703,0.7709831,0.79941773,0.63317335,Beginner
0.40749136,0.23260523,0.2916078,0.24261014,0.5833901,0.5861274,0.05,0.011386236,0.8608133,0.09090909,0.8378307,0.7145851,0.7097747,Beginner
0.7730304,0.65451396,0.55432194,0.3615821,0.5137753,0.18193133,0.35370752,0.047719304,0.058992248,0.4428001,0.119971916,0.61619735,0.5226394,Intermediate
0.3668163,0.28159133,0.15822461,0.44987237,0.73534167,0.82491964,0.22499852,0.02065744,0.8104422,0.19067582,0.71595865,0.71,1.0,Beginner
0.71601313,0.54414713,0.51924497,0.41595936,0.5183261,0.3041054,0.20475382,0.006659751,0.22399543,0.68395305,0.37338254,0.6163496,0.6174916,Intermediate
0.70871466,0.8393811,0.4067784,0.5273937,0.44421437,0.5296308,0.317808,0.00738387,0.21413945,0.29833776,0.13424246,0.44756517,0.28326425,Intermediate
0.90971273,0.65026134,0.42002404,0.6779924,0.28216538,0.2155982,0.16969576,0.085578375,0.262068,0.121585414,0.44520792,0.4040428,0.3225888,Intermediate
0.7474383,0.4229089,0.29123297,0.5338293,0.39135426,0.29669476,0.24589522,0.05491251,0.4131471,0.6317501,0.30582583,0.20076147,0.79584694,Intermediate
0.51698935,0.61894435,0.38242546,0.66407144,0.41234577,0.21657299,0.10654192,0.051649433,0.21859547,0.57989925,0.3895028,0.42230836,0.42634305,Intermediate
0.4796403,0.21439162,0.2257253,0.1926811,0.86351365,0.77004933,0.807508,0.0067669884,0.54602504,0.092839666,0.683356,0.70659506,0.8908386,Beginner
0.91168654,0.7339321,0.7388357,0.7611617,0.21551278,0.13946427,0.0935171,0.1483911,0.0073546465,0.88230914,0.1275659,0.10310116,0.23189864,Placement-Ready
0.4449975,0.25122947,0.30594665,0.30956802,1.0,0.8970192,0.8288586,0.0,0.7527721,0.17699029,0.66735274,0.6752023,0.9134254,Beginner
0.6579255,0.5023771,0.4461117,0.8253189,0.30254674,0.5425731,0.24721031,0.02418731,0.7199736,0.48108837,0.34514427,0.5301761,0.6685434,Intermediate
0.6691316,0.49583474,0.12163603,0.3096039,0.7218701,0.70410776,1.0,0.0,0.65074795,0.22433574,0.91286796,0.66469747,0.83696604,Beginner
0.5528021,0.5360203,0.45866737,0.14377597,0.60920984,0.46258354,0.17326525,0.020515468,0.22565268,0.55230176,0.07294981,0.42876235,0.8655963,Intermediate
0.54423577,0.40584245,0.07930084,0.10800898,0.48578185,0.679589,0.74350846,0.023307044,0.61481893,0.32987413,0.5429848,0.39449263,0.7933343,Beginner
0.54358983,0.6424817,0.26015672,0.48250362,0.47179314,0.68211704,0.25513586,0.031406127,0.32830057,0.5825949,0.3745197,0.86146694,0.49269935,Intermediate
0.6237895,0.6681098,0.3379476,0.46814066,0.5217167,0.5570477,0.2874313,0.0071011437,0.22035605,0.3491495,0.256531,0.22295187,0.6378673,Intermediate
0.26339394,0.21047829,0.27809918,0.13436903,0.8218249,0.6681686,0.38555282,0.017799476,0.74135405,0.09090909,0.8222165,0.700289,0.9004949,Beginner
0.6595283,0.5207815,0.45823777,0.5174765,0.5398532,0.71368015,0.25897962,0.055094123,0.37805888,0.4523834,0.3338381,0.457226,0.6716955,Intermediate
0.83982545,0.87935674,0.7645384,0.8850786,0.069465086,0.16881382,0.069770336,0.13974047,0.02117746,0.8481124,0.17587972,0.12839825,0.17823601,Placement-Ready
0.73450863,0.5268009,0.26319617,0.6758206,0.49155298,0.5696075,0.2917675,0.08177517,0.35664594,0.42467383,0.29920754,0.44642344,0.5220913,Intermediate
0.5844504,0.36298525,0.6432405,0.57955015,0.5597675,0.5085983,0.21457903,0.04749193,0.38492662,0.5863932,0.33872047,0.61583894,0.5554997,Intermediate
0.26228154,0.38760468,0.33781365,0.17752233,0.7572344,0.47407737,0.5215058,0.019149894,0.50670093,0.24004361,0.7214245,0.6986086,0.66227704,Beginner
0.5695451,0.62220675,0.27468035,0.42182896,0.46098125,0.43665677,0.42533752,0.07874973,0.26539335,0.5190391,0.2620076,0.75822145,0.7723522,Intermediate
0.45456684,0.27953178,0.13545714,0.35374865,0.9829353,1.0,0.6528058,0.0023467685,0.53431183,0.16946442,0.7722747,0.7206314,0.84355634,Beginner
0.79027134,0.32347894,0.67930657,0.56116664,0.41417766,0.33192235,0.38957074,0.026066156,0.52116907,0.5085824,0.3747197,0.40061933,0.4037671,Intermediate
0.8361244,0.9372838,0.865878,0.8951499,0.2950782,0.080600716,0.09078145,0.05272169,0.0339934,0.87364036,0.024997251,0.17044179,0.023126094,Placement-Ready
0.591797,0.26572856,0.15581782,0.23064572,0.8522743,1.0,0.6349156,0.013075757,0.58511084,0.09090909,0.74602294,0.65903455,1.0,Beginner
0.9473338,0.7813805,0.77917105,0.8584778,0.17854825,0.15683934,0.09513255,0.060939897,0.12671836,0.61441666,0.20906146,0.12701556,0.20104323,Placement-Ready
0.78882575,0.8311613,0.582732,0.69103485,0.5354893,0.2824289,0.37498212,0.038314648,0.2183065,0.41745454,0.22535221,0.5733235,0.6400816,Intermediate
0.9322624,0.6912709,0.80646825,0.91737264,0.28251684,0.0,0.10515287,0.027724408,0.0,0.90714467,0.11705725,0.123839386,0.17099056,Placement-Ready
0.5881768,0.7021921,0.7216919,0.57973045,0.31819978,0.3984528,0.1949466,0.035797697,0.3649776,0.23585507,0.12672853,0.45289364,0.5966537,Intermediate
0.382354,0.27623048,0.23537879,0.36770242,0.68033224,0.39576596,0.6511147,0.067300566,0.32971084,0.24274726,0.851545,0.30897555,0.6876454,Beginner
0.80959463,0.8435658,0.7449723,0.76985484,0.13080236,0.117102616,0.09704159,0.115375094,0.02837602,0.786032,0.1362092,0.15247966,0.2567901,Placement-Ready
0.24731544,0.2785079,0.19535726,0.34355927,0.988213,0.9293526,0.48756638,0.009239272,0.26331237,0.10855727,0.89472777,0.89233744,0.6518781,Beginner
0.6382716,0.55810165,0.63478595,0.45867553,0.5087727,0.430145,0.3017721,0.043688025,0.20552628,0.65390813,0.27039152,0.38835973,0.58797944,Intermediate
0.8794726,0.82029164,0.8451539,0.8583415,0.11366077,0.009469502,0.05,0.17488997,0.038769256,0.9322436,0.26840428,0.07809188,0.2526974,Placement-Ready
0.75926983,0.72596985,0.342178,0.5225691,0.5203155,0.45632523,0.28273198,0.0103164455,0.39118373,0.6124223,0.39045283,0.442391,0.6529555,Intermediate
0.6923328,0.1987169,0.2451398,0.1410371,0.5798211,0.9398473,0.55484474,0.011513931,0.31505036,0.13232884,0.7666384,0.47735095,0.8450838,Beginner
0.45912093,0.38521743,0.22039284,0.37412322,0.9358917,0.8923542,0.47528818,0.019454487,0.49573278,0.16753626,0.72335595,0.50028443,0.59173787,Beginner
0.16934745,0.23048507,0.25785163,0.16565062,0.75599563,0.7899647,0.7041379,0.0020860313,0.7994119,0.28430456,0.58052254,0.52642447,0.9429309,Beginner
0.40371194,0.4735964,0.23583287,0.17182983,0.7190838,0.6719479,0.68483317,0.015256182,0.48526,0.17960413,1.0,0.90913147,0.8523588,Beginner
0.7568475,0.4915585,0.39921626,0.53509915,0.3419023,0.38487232,0.15384772,0.02442978,0.0,0.6928051,0.36668774,0.43248537,0.49991652,Intermediate
0.5216589,0.5278402,0.2725892,0.09755095,1.0,0.7170797,0.4324581,0.0020871854,0.76726574,0.20352994,0.8017613,0.8429755,0.70374143,Beginner
0.7970068,0.69173235,0.30137718,0.5130309,0.3587896,0.5880786,0.17693904,0.047443844,0.4260413,0.34876826,0.33349076,0.472316,0.73156655,Intermediate
0.8493,0.988515,0.8724129,0.8800984,0.17951521,0.0625439,0.0503426,0.22751287,0.0,0.7864118,0.06826991,0.14096642,0.28020394,Placement-Ready
0.88917154,0.91372687,0.6604324,0.87659395,0.08097177,0.023369195,0.062385187,0.15683287,0.014960545,0.8750498,0.038766313,0.10755066,0.34506616,Placement-Ready
0.36711743,0.3999419,0.3722634,0.34048912,0.8636186,0.74984246,0.72989947,0.007967786,0.54467285,0.2228083,0.67892027,0.59513,0.8000224,Beginner
0.9112102,0.8538663,0.7237903,0.57764107,0.28272533,0.0,0.05,0.11683802,0.047883704,0.8645785,0.028703507,0.18325707,0.1678234,Placement-Ready
0.9094156,0.7856891,0.8957528,0.9411703,0.11257326,0.12823689,0.05,0.18009646,0.015182477,0.8963546,0.0,0.05410366,0.2668703,Placement-Ready
0.98584235,0.88810104,0.8772394,0.7034741,0.10444467,0.0970468,0.06533062,0.09279202,0.09039851,0.8870459,0.14295886,0.120248,0.21835725,Placement-Ready
0.5415886,0.44436702,0.24331032,0.2538622,0.92258924,0.82981217,0.5381867,0.088504925,0.5929807,0.10418792,0.9435691,0.6582799,1.0,Beginner
0.6474599,0.5854885,0.4249896,0.6207485,0.41948098,0.38614294,0.32852936,0.03902169,0.4643984,0.2903929,0.2635704,0.49778143,0.31219858,Intermediate
0.5596384,0.7149263,0.57175404,0.43910292,0.3875699,0.36818707,0.38055828,0.033680856,0.26070824,0.13599052,0.50817156,0.28942975,0.64903665,Intermediate
0.6507563,0.37917963,0.28286496,0.15319043,0.53776443,0.8039551,0.63750774,0.019214055,0.45989263,0.25091985,0.9081618,0.63570356,0.85003155,Beginner
0.51911956,0.35931012,0.19523628,0.28913596,0.6039996,0.8586041,0.5630196,0.0066625504,0.8098018,0.11778694,0.5387308,0.41650563,0.8727212,Beginner
1.0,0.86660224,0.82331085,0.9348567,0.21509154,0.106234595,0.061898265,0.048294764,0.0,1.0,0.09934754,0.13034531,0.34633273,Placement-Ready
0.24538986,0.2233136,0.22544578,0.37345228,0.8669194,0.75724876,0.61562353,0.014248514,0.64033055,0.09090909,0.7569119,0.4889467,0.80972993,Beginner
0.71017456,0.49916482,0.44028628,0.49572432,0.45262858,0.31674322,0.095215954,0.068856515,0.03600721,0.30847025,0.10527521,0.4810682,0.62790716,Intermediate
0.8772552,0.8570792,0.8615964,0.84602976,0.22327583,0.10376276,0.06773961,0.13697469,0.12994611,0.8857344,0.02083874,0.124439165,0.008575275,Placement-Ready
0.48991364,0.40988973,0.34224048,0.63423884,0.33246034,0.575223,0.22930573,0.036418688,0.47567427,0.5961673,0.2938085,0.5276297,0.69655704,Intermediate
0.27444276,0.21796715,0.20215794,0.28384435,0.7687384,0.78503436,0.95259595,0.0067858896,0.256964,0.25690216,1.0,0.70891523,0.66947013,Beginner
0.2688932,0.28863332,0.20850724,0.23019034,0.7964306,0.731351,0.513541,0.021419574,0.3661039,0.116275445,1.0,0.4943013,0.63754946,Beginner
0.46439046,0.12262249,0.0,0.28405458,0.5779518,0.6881322,0.5395806,0.024006031,0.6799993,0.19689627,0.87554866,0.70527464,0.74507874,Beginner
0.583646,0.5239463,0.3345607,0.660971,0.37393567,0.4028495,0.33317938,0.0665006,0.3672266,0.45277897,0.37048268,0.14676955,0.8213369,Intermediate
0.9596632,0.95570904,0.8092838,0.9741129,0.15549773,0.02602212,0.06642569,0.13354088,0.12776875,0.8290063,0.10305423,0.23807752,0.26674443,Placement-Ready
0.5747927,0.34176737,0.28775978,0.27097812,0.81636494,0.66158974,0.918181,0.094177514,0.671804,0.09201738,0.83021677,0.49444735,0.8892579,Beginner
0.4177966,0.32149827,0.30987418,0.33123928,0.8205959,0.9477633,0.6840537,0.097360626,0.7213885,0.09090909,0.9457252,0.67027646,0.7937654,Beginner
0.38366437,0.32853994,0.2311995,0.18478322,0.7351817,0.81437624,0.5370249,0.009625075,0.5949305,0.12810653,0.73875314,0.34708908,0.8658603,Beginner
0.55271524,0.3424898,0.29792988,0.19098166,0.8446176,0.4610648,0.5745926,0.0,0.37140456,0.10083598,0.84906316,0.62789595,0.80377126,Beginner
0.71563774,0.50435597,0.60769534,0.63137287,0.31647617,0.66844904,0.28371945,0.035646897,0.29957217,0.40428552,0.48526525,0.58997715,0.66810524,Intermediate
0.4283168,0.1867721,0.11229791,0.25718236,0.76578397,0.9385184,0.34303975,0.07752497,0.37247106,0.26540387,0.9159139,0.6982188,0.7050855,Beginner
0.8153769,0.62686515,0.63269067,0.5089463,0.31900832,0.5073311,0.28692657,0.023329403,0.17987387,0.66789746,0.18905337,0.5901493,0.528272,Intermediate
0.56754667,0.27260068,0.20052928,0.21401942,1.0,0.96389383,1.0,0.009651683,0.6591249,0.09090909,0.97154015,0.47483307,0.8260131,Beginner
0.4947554,0.5324673,0.21863951,0.31060252,0.8043444,0.6129623,0.23584795,0.0051580262,0.32160833,0.33673656,0.73273355,0.5981121,0.90669847,Beginner
0.57504296,0.38743892,0.2410049,0.2732308,0.9193014,0.6993942,0.67809296,0.010110506,0.6530725,0.12884012,0.38417742,0.62985814,0.97072977,Beginner
0.8389995,0.95325935,0.66031235,0.57039636,0.22821423,0.13464206,0.08535033,0.067276135,0.047056507,0.8383483,0.04776266,0.26296556,0.11533339,Placement-Ready
0.3534882,0.4085983,0.19266826,0.13001257,1.0,0.46786574,0.50003207,0.013258203,0.7972168,0.24058631,1.0,0.6323602,0.695242,Beginner
0.5951569,0.27303582,0.30855718,0.3269424,1.0,0.60740954,0.76614195,0.0025973378,0.2769267,0.09090909,0.8307486,0.67763716,0.7425139,Beginner
0.36391795,0.30146882,0.15720813,0.32779366,0.77352446,0.78292984,0.42250156,0.0073633566,0.74447626,0.14792426,1.0,0.5900546,0.8269622,Beginner
0.3366041,0.26362967,0.22397369,0.24294823,0.71591413,0.7319257,0.61307013,0.011614437,0.42815337,0.16307959,0.8640483,0.6230275,0.81941384,Beginner
0.76802874,0.50420666,0.5122723,0.18045954,0.42473334,0.33487788,0.15165502,0.056234945,0.47590464,0.38963395,0.18662226,0.4747538,0.399659,Intermediate
0.32591116,0.0998294,0.167897,0.13382457,0.884281,0.61898786,0.7775608,0.022453293,0.75623506,0.16223744,0.77116716,0.42125225,0.78394645,Beginner
0.71704847,0.64353174,0.5267809,0.767002,0.4662306,0.2764472,0.24141361,0.047651533,0.31204793,0.7987967,0.34450224,0.1446146,0.51858014,Intermediate
0.48936352,0.31057537,0.32109654,0.14844209,0.87318856,0.74997157,0.652804,0.021416605,0.7464984,0.2080658,0.50176686,0.50599307,0.7852749,Beginner
0.7515663,0.6660028,0.5766292,0.60928786,0.39144382,0.3680537,0.27301663,0.067406334,0.5947111,0.5266093,0.3452889,0.63231444,0.65946895,Intermediate
0.5892075,0.69540143,0.34037173,0.29636014,0.49956244,0.390811,0.3270374,0.044378687,0.5407036,0.40246972,0.0,0.31659445,0.67532086,Intermediate
0.7449728,0.4960872,0.27937144,0.5562115,0.45526448,0.59817773,0.3239623,0.04723667,0.5916073,0.44845665,0.31117594,0.4254562,0.41615957,Intermediate
0.50689083,0.30513608,0.2897958,0.3779438,0.64781547,0.9273007,0.7810244,0.0059953067,0.6608898,0.20520069,0.75358975,0.7807871,0.97248274,Beginner
0.8422595,0.6686895,0.5342313,0.558945,0.589073,0.48605883,0.15967964,0.01164033,0.3265946,0.45439938,0.117615834,0.44169098,0.5139098,Intermediate
0.612013,0.5399659,0.7036207,0.75228125,0.41225553,0.3026549,0.38686234,0.034093082,0.33432737,0.63890326,0.19963938,0.57438356,0.67808414,Intermediate
0.6317065,0.5838913,0.47259197,0.57085747,0.3671275,0.16897842,0.19534516,0.020637596,0.4842858,0.75485134,0.46025687,0.33369315,0.49562857,Intermediate
0.9171993,0.5846295,0.5310063,0.5574589,0.51074994,0.57584685,0.07227362,0.05974818,0.1039768,0.69430983,0.35282975,0.32649755,0.56380177,Intermediate
0.7898346,0.750494,0.55425835,0.45167172,0.37308893,0.22935224,0.4196854,0.0075711207,0.39754668,0.571608,0.33011317,0.5049084,0.36038187,Intermediate
0.6213919,0.49241468,0.6248912,0.56285024,0.34935975,0.3791883,0.36673906,0.049407355,0.38105613,0.33909935,0.22576441,0.5030965,0.8838981,Intermediate
0.27109236,0.24232286,0.2804313,0.31011006,0.64503336,0.7348998,0.7502774,0.0,0.70867205,0.12157966,0.8355898,0.53551114,0.58341414,Beginner
